6104.0,ID-Burley_Municipal_Arpt.tmy3
6103.0,ID-Burley_Municipal_Arpt.tmy3
6132.0,ID-Burley_Municipal_Arpt.tmy3
6102.0,ID-Burley_Municipal_Arpt.tmy3
6101.0,ID-Burley_Municipal_Arpt.tmy3
6404.0,NV-Ely_Yelland_Field.tmy3
6402.0,CA-Truckeetahoe.tmy3
6401.0,NV-Fallon_Naas.tmy3
6433.0,NV-Winnemucca_Municipal_Arpt.tmy3
6403.0,NV-Winnemucca_Municipal_Arpt.tmy3
8033.0,CA-Redding_Municipal_Arpt.tmy3
8003.0,CA-Redding_Municipal_Arpt.tmy3
8001.0,CA-Redding_Municipal_Arpt.tmy3
8034.0,CA-Stockton_Metropolitan_Arpt.tmy3
8004.0,CA-Stockton_Metropolitan_Arpt.tmy3
8002.0,CA-Stockton_Metropolitan_Arpt.tmy3
8005.0,CA-Stockton_Metropolitan_Arpt.tmy3
